#Frequency(MHz)	#DepletionCounts(%)
453522.21499999694	5.95032375754275
453522.22499999695	-1.4163085293829638
453522.2349999969	-0.14159598651043162
453522.24499999685	4.035233045245055
453522.25499999686	0.4370600691590903
453522.2649999968	-0.41701707450462244
453522.2749999968	0.5114142961310278
453522.2849999968	4.771926865826323
453522.2949999967	3.752048013694418
453522.30499999673	1.2939394445150425
453522.3149999967	-2.8725091865814854
453522.3249999967	3.2651027509538415
453522.33499999664	0.3419319376928547
453522.3449999966	7.172143219651751
453522.3549999966	2.616019072351111
453522.36499999656	-0.5212621291342331
453522.37499999657	1.2891545411621845
453522.3849999965	-0.7067189678976176
453522.39499999647	-0.9609437665099733
453522.4049999965	1.995663968144134
453522.4149999964	1.3121488815215887
453522.42499999644	-2.012517473031175
453522.4349999964	2.369139771715471
453522.44499999634	-0.9615508136269627
453522.45499999635	0.6112552848310943
453522.4649999963	2.1371182250033636
453522.4749999963	1.327900538186536
453522.48499999626	-0.8533374568569562
453522.4949999962	1.9124275444996728
453522.5049999962	-3.1538168986216535
453522.5149999962	1.689125951182201
453522.5249999962	-2.1563306461833935
453522.53499999613	0.5568518454524305
453522.54499999614	1.8350833096830614
453522.5549999961	0.4952149321883057
453522.56499999604	-1.595294590933256
453522.57499999605	1.3013337493756696
453522.584999996	-0.8775577933947319
453522.594999996	-0.3274162544620493
453522.60499999597	1.263254934545456
453522.6149999959	1.0032267469702296
453522.6249999959	-2.4932045086344163
453522.6349999959	-0.4380736077693734
453522.6449999959	-2.089271376485883
453522.65499999584	-1.5574250013771858
453522.6649999958	-1.2181900045130807
453522.6749999958	5.2737427429364345
453522.68499999575	0.2730859066570195
453522.69499999576	1.0298414749213436
453522.7049999957	-0.8684040303222271
453522.71499999566	0.2310948075028271
453522.72499999567	0.6252237332375886
453522.7349999956	-3.2960334890604397
453522.74499999563	-0.42310622492745814
453522.7549999956	-1.0130266609120622
453522.76499999553	1.7661655094112214
453522.77499999554	0.9635468750890964
453522.7849999955	-0.5468404982591442
453522.7949999955	-1.187915517746409
453522.80499999545	-0.5538515619467274
453522.8149999954	0.4091762982923444
453522.8249999954	-1.0880176936385715
453522.83499999536	1.9856611585548773
453522.8449999954	-0.2961301577034815
453522.8549999953	-0.18567505071971
453522.86499999533	1.3779796181454742
453522.8749999953	-1.8141085890335962
453522.88499999524	1.0959074513811236
453522.89499999525	2.1985274521236344
453522.9049999952	0.08358699520518176
453522.9149999952	1.4349939818689041
453522.92499999516	-1.1973759801094945
453522.9349999951	1.2182863695427382
453522.9449999951	0.060563367434613546
453522.95499999507	1.0699888544617602
453522.9649999951	-0.56257825790745
453522.974999995	2.2302211143567163
453522.984999995	3.00287211191781
453522.994999995	-3.464929345885757
453523.00499999494	-1.6598299662584597
453523.01499999495	3.318287869114991
